Mall Name,Tenant
Great World City,"Janice Wong - Pure ImaginationConfectionery, Deli & Specialty Food, Food & Beverages#B1-119"
Great World City,"Jantzen SalonPersonal Care, Beauty & Wellness#02-128"
Great World City,"Joyden Canton KitchenFood & Beverages, Restaurants#01-141/142"
Great World City,"Juewei-King of Braise 绝味Food & Beverages, Takeaways & Food Court#B1-K113"
Great World City,"Jugoya Yonehachi 十五夜Bistros, Cafes & Casual Dining, Food & Beverages#B1-K117"
Great World City,"Junior PageBooks, Gifts & Hobbies#02-114"
Great World City,"KazehikaruPersonal Care, Beauty & Wellness#03-108"
Great World City,"kcutsPersonal Care, Beauty & Wellness#B2-K105"
Great World City,"Kedai Kue KueConfectionery, Deli & Specialty Food, Food & Beverages#B1-K107"
Great World City,"KilogrammeConfectionery, Deli & Specialty Food, Food & Beverages#B1-142/143"
Great World City,"Kith CaféBistros, Cafes & Casual Dining, Food & Beverages#02-152/153"
Great World City,"KOI ThéFood & Beverages, Takeaways & Food Court#01-125"
Great World City,"KookoonutFood & Beverages, Takeaways & Food Court#B1-K115"
Great World City,"Krispy KremeConfectionery, Deli & Specialty Food, Food & Beverages#B1-K110"
Great World City,"KskinPersonal Care, Beauty & Wellness#B2-133"
Great World City,"Kumon Learning CentreKids, Toys & Education#03-124A"
Great World City,"Kuriya DiningFood & Beverages, Restaurants#01-127"
Great World City,"Kuriya Japanese MarketConfectionery, Deli & Specialty Food, Food & Beverages#B1-132"
Great World City,"LA Barbershop / LA Cowboy KidsBeauty & Wellness, Personal Care#03-109"
Great World City,"LACPersonal Care, Beauty & Wellness#B1-138"
Great World City,Laundry QueenServices & Others#B2-K106
Great World City,"Lee Hwa JewelleryEyewear, Jewellery & Watches#01-151"
Great World City,LeNu Chef Wai’s Noodle BarFood & Beverages#01-112
Great World City,"Liliewoods SocialKids, Toys & Education#02-113"
Great World City,"llaollaoFood & Beverages, Takeaways & Food Court#B1-K125"
Great World City,"LovisaFashion, Bags & Shoes#01-169/170"
Great World City,"Luke's LobsterFood & Beverages, Restaurants#01-152"
Great World City,"Malaysia Chiak!Food & Beverages, Takeaways & Food Court#B1-102"
Great World City,"ManneQUEENFashion, Bags & Shoes#02-104/105"
Great World City,"MAVRX Coffee BarBistros, Cafes & Casual Dining, Food & Beverages#01-129"
Great World City,"McDonald’sBistros, Cafes & Casual Dining, Food & Beverages#01-124"
Great World City,Meidi-Ya Japanese SupermarketSupermarket#B2-120
Great World City,Mercedes-Benz Concept StoreServices & Others#01-131/132
Great World City,Mister MinitServices & Others#B2-K102
Great World City,"MO.storeFashion, Bags & Shoes#01-134"
Great World City,"Moon Juice KombuchaConfectionery, Deli & Specialty Food, Food & Beverages#B1-K105"
Great World City,"mothersworkKids, Toys & Education#02-118"
Great World City,"Moyem Medical AestheticsPersonal Care, Beauty & Wellness#03-119"
Great World City,"My Ballet StudioKids, Toys & Education#03-103"
Great World City,"My Foot ReflexologyPersonal Care, Beauty & Wellness#03-114"
Great World City,"My GymKids, Toys & Education#03-106"
Great World City,"Nail CulturePersonal Care, Beauty & Wellness#03-111"
Great World City,"Nishino Health & BeautyPersonal Care, Beauty & Wellness#B2-123"
Great World City,OCBC ATMServices & Others#01-125A
Great World City,"Ocean ParadiseSports, Leisure & Entertainment#02-115"
Great World City,"OGAWAPersonal Care, Beauty & Wellness#02-137/138"
Great World City,"Okinawan Diner Nirai-KanaiFood & Beverages, Restaurants#01-107/108"
Great World City,"Only Luxury CollectionFashion, Bags & Shoes#02-106"
Great World City,"OSIMPersonal Care, Beauty & Wellness#02-123/124"
Great World City,"Our Second NatureFashion, Bags & Shoes#01-159"
Great World City,"PaperMarketBooks, Gifts & Hobbies#01-120"
Great World City,"Passionate NailsPersonal Care, Beauty & Wellness#03-118"
Great World City,"Pat's SchoolhouseKids, Toys & Education#02-132"
Great World City,Pet Lovers CentreServices & Others#01-164
Great World City,"Pita & OlivesFood & Beverages, Takeaways & Food Court#B1-K109"
Great World City,"PittarinoFood & Beverages, Restaurants#B1-132"
Great World City,"Poke TheoryFood & Beverages, Takeaways & Food Court#B1-K129"
Great World City,POPStationServices & Others#01-K105
Great World City,"Potato CornerFood & Beverages, Takeaways & Food Court#B1-K111"
Great World City,PriceBreakerServices & Others#02-139
Great World City,Prime Auto CareServices & Others
Great World City,"PS.CafeBistros, Cafes & Casual Dining, Food & Beverages#01-155/156"
Great World City,"Pulse TCM ClinicPersonal Care, Beauty & Wellness#03-101"
Great World City,"PurelyPersonal Care, Beauty & Wellness#01-144"
Great World City,"PUTIENFood & Beverages, Restaurants#02-149/150"
Great World City,Q & M Dental CentreServices & Others#03-117
Great World City,"Queen's ParadiseEyewear, Jewellery & Watches#02-107"
Great World City,"Ramen KiouFood & Beverages, Restaurants#B1-132"
Great World City,"Re.juve Cold-pressed JuiceFood & Beverages, Takeaways & Food Court#01-K106"
Great World City,"ROMAN.TEIFood & Beverages, Restaurants#B1-132"
Great World City,"Ryan's GroceryConfectionery, Deli & Specialty Food, Food & Beverages#B1-144/145"
Great World City,"Ryan's KitchenBistros, Cafes & Casual Dining, Food & Beverages#B1-146"
Great World City,"SaladStop!Bistros, Cafes & Casual Dining, Food & Beverages#B1-128"
Great World City,"Scoop Wholefoods AustraliaConfectionery, Deli & Specialty Food, Food & Beverages#01-148"
Great World City,"SeafollyFashion, Bags & Shoes#01-157"
Great World City,"Selffix DIYHome & Living, Electronics & Telecommunications#B1-101"
Great World City,"SHAKE SHACKBistros, Cafes & Casual Dining, Food & Beverages#01-101"
Great World City,"Simple WellnessPersonal Care, Beauty & Wellness#01-166"
Great World City,Singapore PoolsServices & Others#B1-127
Great World City,"Singtel Exclusive RetailerHome & Living, Electronics & Telecommunications#02-141"
Great World City,"SkechersFashion, Bags & Shoes#01-149"
Great World City,"Smiggle®Kids, Toys & Education#01-103"
Great World City,"SofthausConfectionery, Deli & Specialty Food, Food & Beverages#B1-K135"
Great World City,"SOTHYS SalonPersonal Care, Beauty & Wellness#03-110"
Great World City,"Spa EspritPersonal Care, Beauty & Wellness#03-107"
Great World City,Specialist Eyecare ClinicServices & Others#02-121
Great World City,Spectacle HutEyewear#01-130
Great World City,"StarbucksBistros, Cafes & Casual Dining, Food & Beverages#02-K104 & 02-106"
Great World City,"StripPersonal Care, Beauty & Wellness#03-112"
Great World City,"Stuff’dFood & Beverages, Takeaways & Food Court#B1-K121"
Great World City,"Sushiro PetitFood & Beverages, Takeaways & Food Court#B1-129"
Great World City,"Tajimaya YakinikuFood & Beverages, Restaurants#B1-115"
Great World City,"Tambuah Mas Indonesian RestaurantFood & Beverages, Restaurants#B1-110/111"
Great World City,"tcc - The Connoisseur ConcertoBistros, Cafes & Casual Dining, Food & Beverages#01-119"
Great World City,"Tempura MakinoFood & Beverages, Restaurants#B1-112/113"
Great World City,"The Aesthetics CentrePersonal Care, Beauty & Wellness#01-137"
Great World City,"The Blue GingerFood & Beverages, Restaurants#01-106"
Great World City,"The Body ShopPersonal Care, Beauty & Wellness#01-162"
Great World City,"The Coffee Bean & Tea LeafBistros, Cafes & Casual Dining, Food & Beverages#02-K101/102"
Great World City,"The Dark GalleryBistros, Cafes & Casual Dining, Food & Beverages#01-117/118"
Great World City,"The Eton AcademyKids, Toys & Education#03-126"
Great World City,"The Gong by Drinks & Co.Food & Beverages, Restaurants#01-128"
Great World City,"The Green CapsuleHome & Living, Electronics & Telecommunications#02-143"
Great World City,"The Oaks CellarsConfectionery, Deli & Specialty Food, Food & Beverages#B2-108 & B2-110"
Great World City,"The Oyster BankFood & Beverages, Restaurants#01-111"
Great World City,"The Whisky DistilleryConfectionery, Deli & Specialty Food, Food & Beverages#01-176"
Great World City,"THEFACESHOP - Nature CollectionPersonal Care, Beauty & Wellness#01-171/172"
Great World City,"Tim Ho WanFood & Beverages, Restaurants#01-139"
Great World City,"Toast BoxBistros, Cafes & Casual Dining, Food & Beverages#B1-104"
Great World City,"Tori-QFood & Beverages, Takeaways & Food Court#B1-K118"
Great World City,"Toys""R""UsKids, Toys & Education#02-117"
Great World City,"ToysHuntKids, Toys & Education#02-120"
Great World City,"True FitnessSports, Leisure & Entertainment#03-115"
Great World City,"Twelve CupcakesConfectionery, Deli & Specialty Food, Food & Beverages#B1-K120"
Great World City,Twin City Medical CentreServices & Others#01-136
Great World City,"Uncle Fong Hot Pot Restaurant 方叔叔重庆老火锅Food & Beverages, Restaurants#B1-108/109"
Great World City,"UNIQLOFashion, Bags & Shoes#01-160"
Great World City,UOB ATMServices & Others#01-125B
Great World City,"Urban RepublicHome & Living, Electronics & Telecommunications#02-142"
Great World City,"Veronica's Florist & GiftsBooks, Gifts & Hobbies#B1-126"
Great World City,"W OpticsEyewear, Jewellery & Watches#02-122"
Great World City,"WatsonsPersonal Care, Beauty & Wellness#B1-118"
Great World City,"Weekend SundriesFashion, Bags & Shoes#02-108"
Great World City,"Windowsill PiesConfectionery, Deli & Specialty Food, Food & Beverages#B1-K114"
Great World City,"WondersworkKids, Toys & Education#03-105"
Great World City,"Ya Kun Kaya ToastBistros, Cafes & Casual Dining, Food & Beverages#01-135"
Great World City,"Zaffron KitchenFood & Beverages, Restaurants#01-153"
Great World City,ZARA | SephoraFashion#01-158
Great World City,"Zipp Burger & PastaCafes & Casual Dining, Food & Beverages, Bistros#B1-K106"
Great World City,Blog
Great World City,Money Changers
Great World City,About Us
Great World City,Contact Us
Great World City,Terms and Conditions
Great World City,Privacy Policy
Great World City,Directory
Great World City,Deals
Great World City,About
Greenwich V,Julia GabrielEducation & Enrichment#02-03
Greenwich V,7-ElevenConvenience Store#01-01
Greenwich V,Anytime FitnessSports & Fitness#02-05
Greenwich V,Awfully Chocolate CaféFood & Beverage#02-02
Greenwich V,"Bakery CuisineFood & Beverage, Bakery & Confectionery#01-19"
Greenwich V,"CedeleFood & Beverage, Restaurants, Cafes & Desserts#02-14"
Greenwich V,CS FRESHSupermarket#01-11
Greenwich V,Guardian PharmacyHair / Beauty / Wellness#01-16
Greenwich V,Hola Mobile PitstopServices & Others#01-12
Greenwich V,Hua Language CentreEducation & Enrichment#02-09
Greenwich V,Jan & Elly English SchoolEducation & Enrichment#02-10
Greenwich V,KcutsHair / Beauty / Wellness#01-14
Greenwich V,"LiHOFood & Beverage, Light Bites & Food Kiosks#01-20"
Greenwich V,MindSpaceEducation & Enrichment#02-12
Greenwich V,Moriah SchoolhouseServices & Others#02-07
Greenwich V,My ChirocareMedical Dental#01-03
Greenwich V,Nuffield DentalMedical Dental#01-07
Greenwich V,Phoenix Medical GroupMedical Dental#02-11
Greenwich V,"Picnic @ Greenwich VFood & Beverage, Restaurants#01-09/10"
Greenwich V,"PizzaboyFood & Beverage, Light Bites & Food Kiosks#01-15"
Greenwich V,Rosabelle LaunderetteServices & Others#01-13
Greenwich V,Soulworks by KoyeeHair / Beauty / Wellness#01-04
Greenwich V,"The Coffee Bean & Tea LeafFood & Beverage, Cafes & Desserts#02-01"
Greenwich V,Toast BoxFood & Beverage#01-06
Greenwich V,Wine ConnectionServices & Others#01-21
Greenwich V,Blog
Greenwich V,Money Changers
Greenwich V,About Us
Greenwich V,Contact Us
Greenwich V,Terms and Conditions
Greenwich V,Privacy Policy
Harbour Front Centre,ABS Car GroomingBanks & Services#06-00
Harbour Front Centre,AerolineTicketing & Travel#02-52
Harbour Front Centre,Agora ColearningEnrichment Centres#04-01
Harbour Front Centre,Ariza Money ExchangeBanks & Services#01-09/10
Harbour Front Centre,ARTARYEnrichment Centres#02-66
Harbour Front Centre,Asian Skin AestheticHealth & Beauty#02-17
Harbour Front Centre,Aspire Recreation CentreEntertainment#04-02
Harbour Front Centre,BabySPAKids & Maternity#03-11
Harbour Front Centre,Bakery Cuisine Gift ShopFood & Beverage#01-77
Harbour Front Centre,Baskin-RobbinsFood & Beverage#01-100
Harbour Front Centre,Batam FastTicketing & Travel#02-50/51
Harbour Front Centre,Beaute BrowHealth & Beauty#02-71
Harbour Front Centre,Beauty LanguageHealth & Beauty#02-93
Harbour Front Centre,Bee Cheng HiangFood & Beverage#01-68
Harbour Front Centre,Bengawan SoloFood & Beverage#01-101
Harbour Front Centre,Beryl's ChocolateSupermarket & Specialty#01-90A
Harbour Front Centre,Bio OrganicareHealth & Beauty#02-15/16
Harbour Front Centre,"Bloom Into UArts, Crafts & Gifts#01-44"
Harbour Front Centre,Boleh BolehFood & Beverage#01-103 & 01-108
Harbour Front Centre,"Brighton MontessoriEnrichment Centres, Kids & Maternity#03-03/04"
Harbour Front Centre,CheersSupermarket & Specialty#01-82
Harbour Front Centre,Chiropractic Solutions Group (CSG)Medical#03-54
Harbour Front Centre,ClickBanks & Services#02-114
Harbour Front Centre,Cold StorageSupermarket & Specialty#01-47 & 01-50
Harbour Front Centre,Creative SalonHealth & Beauty#02-113
Harbour Front Centre,DazzlinFashion & Accessories#02-110
Harbour Front Centre,DBS BankBanks & Services#02-122/123
Harbour Front Centre,DEARKids & Maternity#03-12A
Harbour Front Centre,Design & ComfortFashion & Accessories#01-90
Harbour Front Centre,DolizeHealth & Beauty#02-14
Harbour Front Centre,DON DON DONKISupermarket & Specialty#03-23 & 03-38
Harbour Front Centre,Dunkin' DonutsFood & Beverage#01-102
Harbour Front Centre,EAT.Food & Beverage#01-84B
Harbour Front Centre,EC HouseHealth & Beauty#03-12
Harbour Front Centre,ElemenFood & Beverage#02-85
Harbour Front Centre,EMM3 VisioncareHealth & Beauty#02-63
Harbour Front Centre,Eu Yan Sang Premier TCM CentreMedical#03-16
Harbour Front Centre,Four Leaves ExpressFood & Beverage#01-67
Harbour Front Centre,Fun ToastFood & Beverage#01-83
Harbour Front Centre,Gangnam Laser ClinicHealth & Beauty#03-55
Harbour Front Centre,GiordanoFashion & Accessories#02-76
Harbour Front Centre,Good Supply Co.Fashion & Accessories#02-116
Harbour Front Centre,GuardianHealth & Beauty#02-111/112
Harbour Front Centre,Harry'sFood & Beverage#01-64
Harbour Front Centre,Heart to Heart JewelleryJewellery & Watches#01-K1
Harbour Front Centre,Heguru Method Learning CentreEnrichment Centres#03-09 & 03-10AND49
Harbour Front Centre,Heiwa Wellness & SpaHealth & Beauty#03-44 to 46
Harbour Front Centre,Hitoyoshi Yoshi SushiFood & Beverage#01-76A
Harbour Front Centre,Horizon Fast FerryTicketing & Travel#03-47
Harbour Front Centre,I Can ReadEnrichment Centres#03-08
Harbour Front Centre,i.Comm Mobile PlusHome & Electrical#02-56
Harbour Front Centre,Iakaba ExchangeBanks & Services#01-36 & 01-38
Harbour Front Centre,InnersenseHealth & Beauty#02-108/109
Harbour Front Centre,INSIGHTFashion & Accessories#01-06
Harbour Front Centre,IoraFashion & Accessories#02-87 & 02-96 & 02-98
Harbour Front Centre,Japan HomeHome & Electrical#03-53
Harbour Front Centre,Kawata House of SocksFashion & Accessories#01-78
Harbour Front Centre,kcutsHealth & Beauty#02-19
Harbour Front Centre,Kent Ridge TutorsEnrichment Centres#03-48
Harbour Front Centre,KFCFood & Beverage#02-83/84
Harbour Front Centre,Koi ThéFood & Beverage#01-67A
Harbour Front Centre,KOMMEHome & Electrical#03-13/14
Harbour Front Centre,KskinHealth & Beauty#02-120
Harbour Front Centre,KumonEnrichment Centres#03-50
Harbour Front Centre,LACHealth & Beauty#01-53
Harbour Front Centre,Laundry UnlimitedBanks & Services#03-K1
Harbour Front Centre,Les ParfumHealth & Beauty#01-05
Harbour Front Centre,LiHO TeaFood & Beverage#01-K9
Harbour Front Centre,Love Link JewelleryJewellery & Watches#02-79/80
Harbour Front Centre,Lucky CatcherEntertainment#01-08
Harbour Front Centre,Majestic Fast FerryTicketing & Travel#03-39 to 41
Harbour Front Centre,Masa HairdressingHealth & Beauty#02-58
Harbour Front Centre,Maxi CashJewellery & Watches#01-54
Harbour Front Centre,McDonald'sFood & Beverage#01-86 & 01-89
Harbour Front Centre,MELVADOSFood & Beverage#01-04
Harbour Front Centre,mixshopFashion & Accessories#02-95
Harbour Front Centre,MODE AestheticsHealth & Beauty#02-65
Harbour Front Centre,Moley ApparelsFashion & Accessories#01-94
Harbour Front Centre,MOS BurgerFood & Beverage#01-95 & 01-97
Harbour Front Centre,MothercareKids & Maternity#03-05 to 07
Harbour Front Centre,Mr BeanFood & Beverage#01-K4
Harbour Front Centre,My English SchoolEnrichment Centres#03-51
Harbour Front Centre,Nailz GalleryHealth & Beauty#02-12/13
Harbour Front Centre,Nakanishi CakesFood & Beverage#01-34
Harbour Front Centre,Nam Kee PauFood & Beverage#01-84C
Harbour Front Centre,NBC Beauty ShopHealth & Beauty#02-70
Harbour Front Centre,"NewnewArts, Crafts & Gifts#01-43"
Harbour Front Centre,NTUC Health DenticareMedical#03-17
Harbour Front Centre,Nuffield Dental HarbourfrontMedical#02-64A
Harbour Front Centre,Nuodle 牛一嘴Food & Beverage#01-98
Harbour Front Centre,OCBC BankBanks & Services#02-99/100
Harbour Front Centre,OriganiHealth & Beauty#02-101/102
Harbour Front Centre,OutpostFashion & Accessories#02-86
Harbour Front Centre,Oxhide LeatherFashion & Accessories#01-73
Harbour Front Centre,PastamaniaFood & Beverage#02-05 & 02-07
Harbour Front Centre,PepperPLUSFashion & Accessories#02-117
Harbour Front Centre,Pierre CardinFashion & Accessories#02-18
Harbour Front Centre,Pixie Nail SpaHealth & Beauty#03-18
Harbour Front Centre,Pizza HutFood & Beverage#01-69
Harbour Front Centre,Poh Kim VideoHome & Electrical#02-62
Harbour Front Centre,Raffles MedicalMedical#03-56
Harbour Front Centre,Ramen HitoyoshiFood & Beverage#01-99
Harbour Front Centre,RefashFashion & Accessories#02-92
Harbour Front Centre,RobothinkEnrichment Centres#03-58
Harbour Front Centre,SEASONS TIMEJewellery & Watches#02-57
Harbour Front Centre,Seoul GardenFood & Beverage#01-65/66
Harbour Front Centre,Seoul Garden HotpotFood & Beverage#02-03/04
Harbour Front Centre,"SG GiftsArts, Crafts & Gifts#01-35"
Harbour Front Centre,Shi Li FangFood & Beverage#01-12 to 14
Harbour Front Centre,Shihlin Taiwan Street SnacksFood & Beverage#01-84D
Harbour Front Centre,Shine KoreaSupermarket & Specialty#01-41/42
Harbour Front Centre,Simply WrappsFood & Beverage#01-51/52
Harbour Front Centre,SINDO FerryTicketing & Travel#03-43
